year,season,site,zone,transect,segment,classcode,size_or_stipe_count,class,subclass,meters_sampled,area_samp
2018,summer,breast,deep,1,10-20m,strfraad,120,invert,urchin,10,10
2018,summer,breast,deep,1,10-20m,halkam,30,invert,mollusc,10,10
2018,summer,breast,deep,1,10-20m,halkam,35,invert,mollusc,10,10
2018,summer,breast,deep,1,10-20m,halkam,50,invert,mollusc,10,10
2018,summer,breast,deep,1,10-20m,halkam,55,invert,mollusc,10,10
2018,summer,breast,deep,1,10-20m,halkam,60,invert,mollusc,10,10
2018,summer,breast,deep,1,10-20m,halkam,65,invert,mollusc,10,10
2018,summer,breast,deep,1,10-20m,halkam,75,invert,mollusc,10,10
2018,summer,breast,deep,1,10-20m,halkam,80,invert,mollusc,10,10
2018,summer,breast,deep,1,10-20m,halkam,90,invert,mollusc,10,10
2018,summer,breast,deep,1,20-30m,henlev,20,other,other,10,10
2018,summer,breast,deep,1,20-30m,pychel,50,invert,star,10,10
2018,summer,breast,deep,1,20-30m,strdro,25,invert,urchin,10,10
2018,summer,breast,deep,1,20-30m,strdro,30,invert,urchin,10,10
2018,summer,breast,deep,1,20-30m,strfraad,40,invert,urchin,10,10
2018,summer,breast,deep,1,20-30m,strfraad,50,invert,urchin,10,10
2018,summer,breast,deep,1,20-30m,halkam,50,invert,mollusc,10,10
2018,summer,breast,deep,1,20-30m,halkam,55,invert,mollusc,10,10
2018,summer,breast,deep,1,20-30m,halkam,30,invert,mollusc,10,10
2018,summer,breast,deep,1,20-30m,halkam,70,invert,mollusc,10,10
2018,summer,breast,deep,1,20-30m,halkam,90,invert,mollusc,10,10
2018,summer,breast,deep,1,20-30m,halkam,100,invert,mollusc,10,10
2018,summer,breast,deep,1,20-30m,halkam,120,invert,mollusc,10,10
2018,summer,breast,deep,2,0-10m,derimb,25,invert,star,10,10
2018,summer,breast,deep,2,0-10m,derimb,30,invert,star,10,10
2018,summer,breast,deep,2,0-10m,derimb,40,invert,star,10,10
2018,summer,breast,deep,2,0-10m,derimb,90,invert,star,10,10
2018,summer,breast,deep,2,0-10m,evatros,70,invert,star,10,10
2018,summer,breast,deep,2,0-10m,strfraad,80,invert,urchin,10,10
2018,summer,breast,deep,2,0-10m,strfraad,90,invert,urchin,10,10
2018,summer,breast,deep,2,0-10m,strfraad,100,invert,urchin,10,10
2018,summer,breast,deep,2,0-10m,halkam,60,invert,mollusc,10,10
2018,summer,breast,deep,2,0-10m,halkam,70,invert,mollusc,10,10
2018,summer,breast,deep,2,0-10m,halkam,80,invert,mollusc,10,10
2018,summer,breast,deep,2,0-10m,halkam,90,invert,mollusc,10,10
2018,summer,breast,deep,2,0-10m,halkam,95,invert,mollusc,10,10
2018,summer,breast,deep,2,0-10m,halkam,100,invert,mollusc,10,10
2018,summer,breast,deep,2,0-10m,halkam,130,invert,mollusc,10,10
2018,summer,breast,deep,2,10-20m,derimb,30,invert,star,10,10
2018,summer,breast,deep,2,10-20m,derimb,60,invert,star,10,10
2018,summer,breast,deep,2,10-20m,derimb,50,invert,star,10,10
2018,summer,breast,deep,2,10-20m,derimb,70,invert,star,10,10
2018,summer,breast,deep,2,10-20m,ortkoe,100,invert,star,10,10
2018,summer,breast,deep,2,10-20m,strdro,40,invert,urchin,10,10
2018,summer,breast,deep,2,10-20m,strdro,50,invert,urchin,10,10
2018,summer,breast,deep,2,10-20m,strdro,60,invert,urchin,10,10
2018,summer,breast,deep,2,10-20m,strdro,70,invert,urchin,10,10
2018,summer,breast,deep,2,10-20m,strdro,80,invert,urchin,10,10
2018,summer,breast,deep,2,10-20m,strdro,90,invert,urchin,10,10
2018,summer,breast,deep,2,10-20m,strdro,110,invert,urchin,10,10
2018,summer,breast,deep,2,10-20m,halkam,60,invert,mollusc,10,10
2018,summer,breast,deep,2,10-20m,halkam,70,invert,mollusc,10,10
2018,summer,breast,deep,2,10-20m,halkam,80,invert,mollusc,10,10
2018,summer,breast,deep,2,10-20m,halkam,85,invert,mollusc,10,10
2018,summer,breast,deep,2,10-20m,halkam,90,invert,mollusc,10,10
2018,summer,breast,deep,2,10-20m,halkam,95,invert,mollusc,10,10
2018,summer,breast,deep,2,10-20m,halkam,100,invert,mollusc,10,10
2018,summer,breast,deep,2,20-30m,derimb,50,invert,star,10,10
2018,summer,breast,deep,2,20-30m,derimb,70,invert,star,10,10
2018,summer,breast,deep,2,20-30m,henlev,15,other,other,10,10
2018,summer,breast,deep,2,20-30m,henlev,15,other,other,10,10
2018,summer,breast,deep,2,20-30m,henlev,20,other,other,10,10
2018,summer,breast,deep,2,20-30m,henlev,30,other,other,10,10
2018,summer,breast,deep,2,20-30m,henlev,40,other,other,10,10
2018,summer,breast,deep,2,20-30m,henlev,50,other,other,10,10
2018,summer,breast,deep,2,20-30m,strfraad,100,invert,urchin,10,10
2018,summer,breast,deep,2,20-30m,halkam,40,invert,mollusc,10,10
2018,summer,breast,deep,2,20-30m,halkam,50,invert,mollusc,10,10
2018,summer,breast,deep,2,20-30m,halkam,70,invert,mollusc,10,10
2018,summer,breast,deep,2,20-30m,halkam,80,invert,mollusc,10,10
2018,summer,breast,deep,2,20-30m,halkam,85,invert,mollusc,10,10
2018,summer,breast,deep,2,20-30m,halkam,90,invert,mollusc,10,10
2018,summer,breast,deep,2,20-30m,halkam,100,invert,mollusc,10,10
2018,summer,breast,shallow,2,0-10m,derimb,30,invert,star,10,10
2018,summer,breast,shallow,2,0-10m,derimb,37,invert,star,10,10
2018,summer,breast,shallow,2,0-10m,derimb,41,invert,star,10,10
2018,summer,breast,shallow,2,0-10m,derimb,57,invert,star,10,10
2018,summer,breast,shallow,2,0-10m,derimb,92,invert,star,10,10
2018,summer,breast,shallow,2,0-10m,henlev,32,other,other,10,10
2018,summer,breast,shallow,2,0-10m,strfraad,35,invert,urchin,10,10
2018,summer,breast,shallow,2,0-10m,strfraad,39,invert,urchin,10,10
2018,summer,breast,shallow,2,0-10m,strfraad,72,invert,urchin,10,10
2018,summer,breast,shallow,2,0-10m,strfraad,75,invert,urchin,10,10
2018,summer,breast,shallow,2,0-10m,strfraad,79,invert,urchin,10,10
2018,summer,breast,shallow,2,0-10m,strfraad,92,invert,urchin,10,10
2018,summer,breast,shallow,2,0-10m,halkam,44,invert,mollusc,10,10
2018,summer,breast,shallow,2,0-10m,halkam,62,invert,mollusc,10,10
2018,summer,breast,shallow,2,0-10m,halkam,78,invert,mollusc,10,10
2018,summer,breast,shallow,2,0-10m,halkam,65,invert,mollusc,10,10
2018,summer,breast,shallow,2,0-10m,halkam,59,invert,mollusc,10,10
2018,summer,breast,shallow,2,0-10m,halkam,34,invert,mollusc,10,10
2018,summer,breast,shallow,2,0-10m,halkam,89,invert,mollusc,10,10
2018,summer,breast,shallow,2,0-10m,halkam,72,invert,mollusc,10,10
2018,summer,breast,shallow,2,0-10m,halkam,69,invert,mollusc,10,10
2018,summer,breast,shallow,2,0-10m,halkam,82,invert,mollusc,10,10
2018,summer,breast,shallow,2,0-10m,halkam,91,invert,mollusc,10,10
2018,summer,breast,shallow,2,0-10m,halkam,64,invert,mollusc,10,10
2018,summer,breast,shallow,2,0-10m,halkam,87,invert,mollusc,10,10
2018,summer,breast,shallow,2,0-10m,halkam,56,invert,mollusc,10,10
2018,summer,breast,shallow,2,0-10m,halkam,95,invert,mollusc,10,10
2018,summer,breast,shallow,2,0-10m,halkam,67,invert,mollusc,10,10
2018,summer,breast,shallow,2,0-10m,halkam,54,invert,mollusc,10,10
2018,summer,breast,shallow,2,0-10m,halkam,75,invert,mollusc,10,10
2018,summer,breast,shallow,2,10-20m,derimb,32,invert,star,10,10
2018,summer,breast,shallow,2,10-20m,derimb,53,invert,star,10,10
2018,summer,breast,shallow,2,10-20m,derimb,75,invert,star,10,10
2018,summer,breast,shallow,2,10-20m,derimb,73,invert,star,10,10
2018,summer,breast,shallow,2,10-20m,henlev,21,other,other,10,10
2018,summer,breast,shallow,2,10-20m,henlev,19,other,other,10,10
2018,summer,breast,shallow,2,10-20m,henlev,56,other,other,10,10
2018,summer,breast,shallow,2,10-20m,strfraad,97,invert,urchin,10,10
2018,summer,breast,shallow,2,10-20m,halkam,59,invert,mollusc,10,10
2018,summer,breast,shallow,2,10-20m,halkam,64,invert,mollusc,10,10
2018,summer,breast,shallow,2,10-20m,halkam,81,invert,mollusc,10,10
2018,summer,breast,shallow,2,10-20m,halkam,87,invert,mollusc,10,10
2018,summer,breast,shallow,2,10-20m,halkam,58,invert,mollusc,10,10
2018,summer,breast,shallow,2,10-20m,halkam,45,invert,mollusc,10,10
2018,summer,breast,shallow,2,10-20m,halkam,91,invert,mollusc,10,10
2018,summer,breast,shallow,2,10-20m,halkam,72,invert,mollusc,10,10
2018,summer,breast,shallow,2,10-20m,halkam,63,invert,mollusc,10,10
2018,summer,breast,shallow,2,10-20m,halkam,66,invert,mollusc,10,10
2018,summer,breast,shallow,2,10-20m,halkam,89,invert,mollusc,10,10
2018,summer,breast,shallow,2,10-20m,halkam,71,invert,mollusc,10,10
2018,summer,breast,shallow,2,10-20m,halkam,65,invert,mollusc,10,10
2018,summer,breast,shallow,2,10-20m,halkam,73,invert,mollusc,10,10
2018,summer,breast,shallow,2,10-20m,halkam,125,invert,mollusc,10,10
2018,summer,breast,shallow,2,10-20m,halkam,67,invert,mollusc,10,10
2018,summer,breast,shallow,2,10-20m,halkam,69,invert,mollusc,10,10
2018,summer,breast,shallow,2,10-20m,halkam,51,invert,mollusc,10,10
2018,summer,breast,shallow,2,10-20m,halkam,74,invert,mollusc,10,10
2018,summer,breast,shallow,2,20-30m,derimb,31,invert,star,10,10
2018,summer,breast,shallow,2,20-30m,derimb,100,invert,star,10,10
2018,summer,breast,shallow,2,20-30m,henlev,23,other,other,10,10
2018,summer,breast,shallow,2,20-30m,evatros,62,invert,star,10,10
2018,summer,breast,shallow,2,20-30m,strdro,31,invert,urchin,10,10
2018,summer,breast,shallow,2,20-30m,strdro,45,invert,urchin,10,10
2018,summer,breast,shallow,2,20-30m,strdro,51,invert,urchin,10,10
2018,summer,breast,shallow,2,20-30m,strfraad,69,invert,urchin,10,10
2018,summer,breast,shallow,2,20-30m,strfraad,91,invert,urchin,10,10
2018,summer,breast,shallow,2,20-30m,halkam,45,invert,mollusc,10,10
2018,summer,breast,shallow,2,20-30m,halkam,50,invert,mollusc,10,10
2018,summer,breast,shallow,2,20-30m,halkam,52,invert,mollusc,10,10
2018,summer,breast,shallow,2,20-30m,halkam,55,invert,mollusc,10,10
2018,summer,breast,shallow,2,20-30m,halkam,60,invert,mollusc,10,10
2018,summer,breast,shallow,2,20-30m,halkam,66,invert,mollusc,10,10
2018,summer,breast,shallow,2,20-30m,halkam,70,invert,mollusc,10,10
2018,summer,breast,shallow,2,20-30m,halkam,71,invert,mollusc,10,10
2018,summer,breast,shallow,2,20-30m,halkam,82,invert,mollusc,10,10
2018,summer,breast,shallow,2,20-30m,halkam,91,invert,mollusc,10,10
2018,summer,breast,shallow,1,0-10m,henlev,20,other,other,10,10
2018,summer,breast,shallow,1,0-10m,henlev,30,other,other,10,10
2018,summer,breast,shallow,1,0-10m,henlev,38,other,other,10,10
2018,summer,breast,shallow,1,0-10m,pychel,82,invert,star,10,10
2018,summer,breast,shallow,1,0-10m,strfraad,60,invert,urchin,10,10
2018,summer,breast,shallow,1,0-10m,strfraad,65,invert,urchin,10,10
2018,summer,breast,shallow,1,0-10m,strfraad,70,invert,urchin,10,10
2018,summer,breast,shallow,1,0-10m,strfraad,80,invert,urchin,10,10
2018,summer,breast,shallow,1,0-10m,strfraad,82,invert,urchin,10,10
2018,summer,breast,shallow,1,0-10m,strfraad,85,invert,urchin,10,10
2018,summer,breast,shallow,1,0-10m,strfraad,90,invert,urchin,10,10
2018,summer,breast,shallow,1,0-10m,strfraad,95,invert,urchin,10,10
2018,summer,breast,shallow,1,0-10m,strfraad,100,invert,urchin,10,10
2018,summer,breast,shallow,1,0-10m,halkam,30,invert,mollusc,10,10
2018,summer,breast,shallow,1,0-10m,halkam,40,invert,mollusc,10,10
2018,summer,breast,shallow,1,0-10m,halkam,50,invert,mollusc,10,10
2018,summer,breast,shallow,1,0-10m,halkam,60,invert,mollusc,10,10
2018,summer,breast,shallow,1,0-10m,halkam,66,invert,mollusc,10,10
2018,summer,breast,shallow,1,0-10m,halkam,69,invert,mollusc,10,10
2018,summer,breast,shallow,1,0-10m,halkam,70,invert,mollusc,10,10
2018,summer,breast,shallow,1,0-10m,halkam,75,invert,mollusc,10,10
2018,summer,breast,shallow,1,0-10m,halkam,80,invert,mollusc,10,10
2018,summer,breast,shallow,1,0-10m,halkam,84,invert,mollusc,10,10
2018,summer,breast,shallow,1,0-10m,halkam,90,invert,mollusc,10,10
2018,summer,breast,shallow,1,0-10m,halkam,100,invert,mollusc,10,10
2018,summer,breast,shallow,1,0-10m,halkam,104,invert,mollusc,10,10
2018,summer,breast,shallow,1,0-10m,halkam,110,invert,mollusc,10,10
2018,summer,breast,shallow,1,10-20m,derimb,42,invert,star,10,10
2018,summer,breast,shallow,1,10-20m,derimb,52,invert,star,10,10
2018,summer,breast,shallow,1,10-20m,derimb,75,invert,star,10,10
2018,summer,breast,shallow,1,10-20m,derimb,125,invert,star,10,10
2018,summer,breast,shallow,1,10-20m,pychel,55,invert,star,10,10
2018,summer,breast,shallow,1,10-20m,strdro,48,invert,urchin,10,10
2018,summer,breast,shallow,1,10-20m,strfraad,26,invert,urchin,10,10
2018,summer,breast,shallow,1,10-20m,strfraad,53,invert,urchin,10,10
2018,summer,breast,shallow,1,10-20m,strfraad,55,invert,urchin,10,10
2018,summer,breast,shallow,1,10-20m,strfraad,87,invert,urchin,10,10
2018,summer,breast,shallow,1,10-20m,halkam,42,invert,mollusc,10,10
2018,summer,breast,shallow,1,10-20m,halkam,54,invert,mollusc,10,10
2018,summer,breast,shallow,1,10-20m,halkam,50,invert,mollusc,10,10
2018,summer,breast,shallow,1,10-20m,halkam,60,invert,mollusc,10,10
2018,summer,breast,shallow,1,10-20m,halkam,62,invert,mollusc,10,10
2018,summer,breast,shallow,1,10-20m,halkam,64,invert,mollusc,10,10
2018,summer,breast,shallow,1,10-20m,halkam,67,invert,mollusc,10,10
2018,summer,breast,shallow,1,10-20m,halkam,70,invert,mollusc,10,10
2018,summer,breast,shallow,1,10-20m,halkam,75,invert,mollusc,10,10
2018,summer,breast,shallow,1,10-20m,halkam,80,invert,mollusc,10,10
2018,summer,breast,shallow,1,10-20m,halkam,82,invert,mollusc,10,10
2018,summer,breast,shallow,1,10-20m,halkam,85,invert,mollusc,10,10
2018,summer,breast,shallow,1,10-20m,halkam,90,invert,mollusc,10,10
2018,summer,breast,shallow,1,10-20m,halkam,95,invert,mollusc,10,10
2018,summer,breast,shallow,1,20-30m,derimb,54,invert,star,10,10
2018,summer,breast,shallow,1,20-30m,derimb,57,invert,star,10,10
2018,summer,breast,shallow,1,20-30m,derimb,75,invert,star,10,10
2018,summer,breast,shallow,1,20-30m,derimb,85,invert,star,10,10
2018,summer,breast,shallow,1,20-30m,derimb,87,invert,star,10,10
2018,summer,breast,shallow,1,20-30m,derimb,101,invert,star,10,10
2018,summer,breast,shallow,1,20-30m,henlev,11,other,other,10,10
2018,summer,breast,shallow,1,20-30m,pychel,97,invert,star,10,10
2018,summer,breast,shallow,1,20-30m,strdro,25,invert,urchin,10,10
2018,summer,breast,shallow,1,20-30m,strdro,30,invert,urchin,10,10
2018,summer,breast,shallow,1,20-30m,strfraad,75,invert,urchin,10,10
2018,summer,breast,shallow,1,20-30m,strfraad,85,invert,urchin,10,10
2018,summer,breast,shallow,1,20-30m,strfraad,90,invert,urchin,10,10
2018,summer,breast,shallow,1,20-30m,halkam,45,invert,mollusc,10,10
2018,summer,breast,shallow,1,20-30m,halkam,50,invert,mollusc,10,10
2018,summer,breast,shallow,1,20-30m,halkam,57,invert,mollusc,10,10
2018,summer,breast,shallow,1,20-30m,halkam,60,invert,mollusc,10,10
2018,summer,breast,shallow,1,20-30m,halkam,67,invert,mollusc,10,10
2018,summer,breast,shallow,1,20-30m,halkam,70,invert,mollusc,10,10
2018,summer,breast,shallow,1,20-30m,halkam,75,invert,mollusc,10,10
2018,summer,breast,shallow,1,20-30m,halkam,80,invert,mollusc,10,10
2018,summer,breast,shallow,1,20-30m,halkam,90,invert,mollusc,10,10
2018,summer,breast,shallow,1,20-30m,halkam,95,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,strdro,25,invert,urchin,10,10
2018,summer,harris,perm,1,0-10m,strdro,29,invert,urchin,10,10
2018,summer,harris,perm,1,0-10m,strdro,31,invert,urchin,10,10
2018,summer,harris,perm,1,0-10m,strdro,33,invert,urchin,10,10
2018,summer,harris,perm,1,0-10m,strdro,34,invert,urchin,10,10
2018,summer,harris,perm,1,0-10m,strdro,40,invert,urchin,10,10
2018,summer,harris,perm,1,0-10m,strdro,42,invert,urchin,10,10
2018,summer,harris,perm,1,0-10m,strdro,49,invert,urchin,10,10
2018,summer,harris,perm,1,0-10m,halkam,27,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,30,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,33,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,40,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,41,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,42,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,47,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,55,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,56,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,58,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,61,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,62,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,63,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,65,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,70,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,71,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,72,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,74,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,79,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,82,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,83,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,84,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,90,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,92,invert,mollusc,10,10
2018,summer,harris,perm,1,0-10m,halkam,93,invert,mollusc,10,10
2018,summer,harris,perm,1,10-20m,derimb,47,invert,star,10,10
2018,summer,harris,perm,1,10-20m,derimb,87,invert,star,10,10
2018,summer,harris,perm,1,10-20m,derimb,96,invert,star,10,10
2018,summer,harris,perm,1,10-20m,derimb,116,invert,star,10,10
2018,summer,harris,perm,1,10-20m,evatros,103,invert,star,10,10
2018,summer,harris,perm,1,10-20m,strdro,27,invert,urchin,10,10
2018,summer,harris,perm,1,10-20m,strdro,35,invert,urchin,10,10
2018,summer,harris,perm,1,10-20m,strfraad,27,invert,urchin,10,10
2018,summer,harris,perm,1,10-20m,strfraad,32,invert,urchin,10,10
2018,summer,harris,perm,1,10-20m,strfraad,35,invert,urchin,10,10
2018,summer,harris,perm,1,10-20m,strfraad,57,invert,urchin,10,10
2018,summer,harris,perm,1,10-20m,strfraad,61,invert,urchin,10,10
2018,summer,harris,perm,1,10-20m,strfraad,66,invert,urchin,10,10
2018,summer,harris,perm,1,10-20m,strfraad,72,invert,urchin,10,10
2018,summer,harris,perm,1,10-20m,strfraad,73,invert,urchin,10,10
2018,summer,harris,perm,1,10-20m,halkam,31,invert,mollusc,10,10
2018,summer,harris,perm,1,10-20m,halkam,32,invert,mollusc,10,10
2018,summer,harris,perm,1,10-20m,halkam,34,invert,mollusc,10,10
2018,summer,harris,perm,1,10-20m,halkam,43,invert,mollusc,10,10
2018,summer,harris,perm,1,10-20m,halkam,70,invert,mollusc,10,10
2018,summer,harris,perm,1,20-30m,henlev,26,other,other,10,10
2018,summer,harris,perm,1,20-30m,pychel,116,invert,star,10,10
2018,summer,harris,perm,1,20-30m,strdro,25,invert,urchin,10,10
2018,summer,harris,perm,1,20-30m,strdro,34,invert,urchin,10,10
2018,summer,harris,perm,1,20-30m,strdro,36,invert,urchin,10,10
2018,summer,harris,perm,1,20-30m,strdro,41,invert,urchin,10,10
2018,summer,harris,perm,1,20-30m,strfraad,31,invert,urchin,10,10
2018,summer,harris,perm,1,20-30m,strfraad,37,invert,urchin,10,10
2018,summer,harris,perm,1,20-30m,halkam,35,invert,mollusc,10,10
2018,summer,harris,perm,1,20-30m,halkam,36,invert,mollusc,10,10
2018,summer,harris,perm,1,20-30m,halkam,39,invert,mollusc,10,10
2018,summer,harris,perm,1,20-30m,halkam,42,invert,mollusc,10,10
2018,summer,harris,perm,1,20-30m,halkam,46,invert,mollusc,10,10
2018,summer,harris,perm,1,20-30m,halkam,52,invert,mollusc,10,10
2018,summer,harris,perm,1,20-30m,halkam,70,invert,mollusc,10,10
2018,summer,harris,perm,2,0-10m,henlev,21,other,other,10,10
2018,summer,harris,perm,2,0-10m,henlev,33,other,other,10,10
2018,summer,harris,perm,2,0-10m,evatros,43,invert,star,10,10
2018,summer,harris,perm,2,0-10m,evatros,45,invert,star,10,10
2018,summer,harris,perm,2,0-10m,strdro,31,invert,urchin,10,10
2018,summer,harris,perm,2,0-10m,strdro,33,invert,urchin,10,10
2018,summer,harris,perm,2,0-10m,strfraad,26,invert,urchin,10,10
2018,summer,harris,perm,2,0-10m,strfraad,82,invert,urchin,10,10
2018,summer,harris,perm,2,0-10m,strfraad,90,invert,urchin,10,10
